Gene % GC content	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene type	Gene stable ID
36.56	14275508	14275600	16	misc_RNA	ENSG00000201075
49.54	14301389	14331067	16	lncRNA	ENSG00000262454
43.42	130853720	130930682	7	lncRNA	ENSG00000233559
36.65	7990270	7997645	8	protein_coding	ENSG00000205989
60.92	82711246	82711877	15	transcribed_unitary_pseudogene	ENSG00000228141
45.71	8167819	8226614	8	lncRNA	ENSG00000253893
53.57	8228605	8237275	8	transcribed_unprocessed_pseudogene	ENSG00000173295
32.81	130876747	130876810	7	miRNA	ENSG00000284032
39.51	130877459	130877539	7	miRNA	ENSG00000283797
53.65	27649419	27649610	1	processed_pseudogene	ENSG00000235912
39.14	130930209	130932206	7	lncRNA	ENSG00000271204
39.96	130936464	130939661	7	lncRNA	ENSG00000273319
50.94	27660328	27666279	1	lncRNA	ENSG00000233975
58.22	75226401	75234834	15	transcribed_unitary_pseudogene	ENSG00000260660
42.06	131054886	131054992	7	snRNA	ENSG00000199627
47.29	131242590	131242995	7	processed_pseudogene	ENSG00000233287
50.06	27666064	27672212	1	protein_coding	ENSG00000126709
35.96	83355154	83362266	7	lncRNA	ENSG00000235503
49.58	6808517	6835524	8	protein_coding	ENSG00000275591
34.70	83363238	83649139	7	protein_coding	ENSG00000170381
58.69	42113111	42121367	17	protein_coding	ENSG00000108773
49.40	14303967	14304049	16	miRNA	ENSG00000207639
44.83	14309285	14309371	16	miRNA	ENSG00000199130
53.05	14363109	14370266	16	lncRNA	ENSG00000260009
42.59	33105758	33106236	15	TEC	ENSG00000279958
48.07	14407668	14418908	16	lncRNA	ENSG00000263257
41.91	14435700	14632728	16	protein_coding	ENSG00000140694
41.48	33235755	33246603	15	transcribed_unitary_pseudogene	ENSG00000215296
46.14	6835535	6885276	8	lncRNA	ENSG00000245857
44.41	6870592	6877936	8	protein_coding	ENSG00000164825
42.34	33293568	33310659	15	lncRNA	ENSG00000259446
48.32	65924629	65925135	5	lncRNA	ENSG00000269961
51.50	96836611	96858016	2	protein_coding	ENSG00000213337
43.07	65961183	65961319	5	snoRNA	ENSG00000252904
51.27	6898878	6899468	8	processed_pseudogene	ENSG00000250752
43.47	79123939	79283964	15	lncRNA	ENSG00000259234
45.36	6924697	6926076	8	protein_coding	ENSG00000164822
35.50	66139971	66183615	5	protein_coding	ENSG00000153914
52.95	6928608	6930473	8	lncRNA	ENSG00000254625
45.15	6935820	6938306	8	protein_coding	ENSG00000164821
62.17	96859718	96870757	2	protein_coding	ENSG00000168758
47.37	6950726	6951599	8	unprocessed_pseudogene	ENSG00000223629
49.03	6959289	6960161	8	unprocessed_pseudogene	ENSG00000233238
38.38	22063773	22437041	12	protein_coding	ENSG00000111728
45.43	6968141	6969113	8	unprocessed_pseudogene	ENSG00000233531
43.86	6977649	6980092	8	protein_coding	ENSG00000206047
48.81	79209788	79209871	15	miRNA	ENSG00000207695
32.81	83372652	83373096	7	TEC	ENSG00000285398
46.74	79236332	79237206	15	processed_pseudogene	ENSG00000259419
44.76	6987368	6988274	8	unprocessed_pseudogene	ENSG00000215378
50.41	83424880	83425002	7	processed_pseudogene	ENSG00000230617
36.64	7312722	7320096	8	protein_coding	ENSG00000206034
42.80	79282722	79298239	15	protein_coding	ENSG00000235711
37.68	7373114	7377500	8	protein_coding	ENSG00000215371
42.09	83663419	83664625	7	processed_pseudogene	ENSG00000230244
38.22	7487679	7489593	8	protein_coding	ENSG00000186599
42.57	79311112	79427432	15	protein_coding	ENSG00000166557
48.15	6754103	6799365	7	protein_coding	ENSG00000169402
36.73	12393209	12400365	8	unprocessed_pseudogene	ENSG00000242296
43.90	8317736	8386439	8	protein_coding	ENSG00000275342
43.65	13060769	13062878	1	protein_coding	ENSG00000277058
42.92	78666272	78666695	1	processed_pseudogene	ENSG00000238015
44.93	78749073	78750659	1	processed_pseudogene	ENSG00000235400
62.66	42122804	42123352	17	protein_coding	ENSG00000260325
40.71	8414204	8424648	8	lncRNA	ENSG00000253505
34.50	78619902	78646145	1	protein_coding	ENSG00000137959
40.99	60600193	60666280	17	protein_coding	ENSG00000170836
43.07	8456715	8461337	8	lncRNA	ENSG00000254153
37.09	8555738	8560965	8	lncRNA	ENSG00000253343
43.52	8559894	8562124	8	lncRNA	ENSG00000253774
43.97	8561386	8574038	8	lncRNA	ENSG00000253130
39.84	43330672	43354569	15	protein_coding	ENSG00000168803
57.57	8582352	8582655	8	misc_RNA	ENSG00000263616
60.79	8701937	8704096	8	protein_coding	ENSG00000253958
42.54	8714055	8719536	8	unitary_pseudogene	ENSG00000284717
40.80	133080474	133107526	12	protein_coding	ENSG00000196387
41.98	8723693	8782479	8	lncRNA	ENSG00000254367
44.15	8783354	8893630	8	protein_coding	ENSG00000147324
36.79	8895813	8895918	8	snRNA	ENSG00000200713
42.39	183178041	183428778	3	protein_coding	ENSG00000053524
45.80	8933721	8934006	8	processed_pseudogene	ENSG00000270966
52.24	8961575	8961708	8	snoRNA	ENSG00000207244
41.64	9002147	9116746	8	protein_coding	ENSG00000104626
66.25	66144156	66144795	5	lncRNA	ENSG00000253744
37.58	18017555	18046269	11	protein_coding	ENSG00000129167
46.59	66205120	66209893	5	lncRNA	ENSG00000248846
52.44	109494052	109502932	1	protein_coding	ENSG00000174151
43.62	62146665	62146946	5	misc_RNA	ENSG00000251983
38.50	62306162	62391025	5	protein_coding	ENSG00000068796
47.94	76059958	76229121	15	protein_coding	ENSG00000169758
55.87	96938923	96939203	2	misc_RNA	ENSG00000274206
52.41	237858893	237912106	2	protein_coding	ENSG00000132329
56.45	17681458	17811453	17	protein_coding	ENSG00000108557
45.55	106063345	106138954	12	protein_coding	ENSG00000074590
53.23	109504178	109509738	1	protein_coding	ENSG00000181754
54.05	9048445	9048518	8	miRNA	ENSG00000263407
43.55	9072455	9072516	8	snRNA	ENSG00000239078
53.53	9091240	9091508	8	misc_RNA	ENSG00000197334
46.01	9136255	9151574	8	protein_coding	ENSG00000173281
53.48	109539906	109543837	1	lncRNA	ENSG00000254942
42.99	109591534	109591640	1	snRNA	ENSG00000206832
69.62	237869904	237869982	2	snoRNA	ENSG00000263723
40.40	109596225	109597781	1	lncRNA	ENSG00000225113
41.24	222671658	222709930	2	protein_coding	ENSG00000124003
62.67	109598893	109598967	1	miRNA	ENSG00000284443
59.93	109628417	109630305	1	lncRNA	ENSG00000228703
41.37	109651370	109652099	1	processed_pseudogene	ENSG00000235045
44.55	109603091	109619929	1	protein_coding	ENSG00000134183
40.64	9141424	9145503	8	lncRNA	ENSG00000254340
43.57	64147227	64263260	17	protein_coding	ENSG00000136478
37.01	71839707	71927248	12	protein_coding	ENSG00000121749
39.64	222677677	222678289	2	processed_pseudogene	ENSG00000233751
43.40	9151695	9425524	8	lncRNA	ENSG00000248538
47.56	222698623	222699484	2	processed_pseudogene	ENSG00000203531
46.30	222726457	222726834	2	processed_pseudogene	ENSG00000235225
44.47	222904640	222905055	2	processed_pseudogene	ENSG00000224121
37.67	63998849	64018081	7	protein_coding	ENSG00000241149
33.54	222917387	222919363	2	lncRNA	ENSG00000234193
38.13	222945930	222946388	2	processed_pseudogene	ENSG00000278083
60.14	497258	520296	7	protein_coding	ENSG00000197461
41.56	33310962	33866121	15	protein_coding	ENSG00000198838
36.06	186671791	186680922	1	protein_coding	ENSG00000073756
36.16	88504576	89065982	11	protein_coding	ENSG00000168959
39.46	222860942	222944639	2	protein_coding	ENSG00000123983
48.15	5925550	5970689	7	protein_coding	ENSG00000155026
65.27	49689594	49690575	19	protein_coding	ENSG00000224420
56.45	50659255	50719802	19	protein_coding	ENSG00000161681
40.95	60327255	60396596	11	protein_coding	ENSG00000166926
38.82	9158063	9158621	8	lncRNA	ENSG00000279949
40.86	9180251	9182519	8	lncRNA	ENSG00000253252
37.76	9233013	9233449	8	processed_pseudogene	ENSG00000254091
42.85	9255349	9260295	8	lncRNA	ENSG00000253887
39.19	85318481	85578363	1	protein_coding	ENSG00000153904
40.19	9287472	9287578	8	snRNA	ENSG00000207415
39.92	9351238	9358441	8	lncRNA	ENSG00000253735
43.09	9367898	9436205	8	lncRNA	ENSG00000254237
58.17	64035931	64119173	11	protein_coding	ENSG00000126500
36.79	9371090	9371195	8	snRNA	ENSG00000201815
42.84	9453698	9457418	8	processed_pseudogene	ENSG00000249050
45.95	97984687	97991169	7	protein_coding	ENSG00000135175
37.08	9555912	9782346	8	protein_coding	ENSG00000173273
40.83	125094389	125111763	11	protein_coding	ENSG00000150433
46.23	45859994	45873082	7	protein_coding	ENSG00000283247
41.59	69507510	69507622	7	misc_RNA	ENSG00000200857
41.17	69594793	69597493	7	lncRNA	ENSG00000234215
41.03	112890767	112890922	1	processed_pseudogene	ENSG00000228040
59.19	50287732	50292918	3	protein_coding	ENSG00000214706
40.90	112911847	112957593	1	protein_coding	ENSG00000155380
41.07	69598296	70793506	7	protein_coding	ENSG00000158321
58.67	41619442	41624842	17	protein_coding	ENSG00000128422
46.99	8721634	8732160	19	protein_coding	ENSG00000181733
45.24	9100407	9107475	19	protein_coding	ENSG00000170923
58.91	112923423	112924337	1	processed_pseudogene	ENSG00000229020
34.40	107104	117102	19	protein_coding	ENSG00000176695
44.05	115285904	115338770	1	protein_coding	ENSG00000134259
40.54	46143106	46161298	19	protein_coding	ENSG00000204866
61.47	904834	915976	1	lncRNA	ENSG00000272438
58.54	911435	914948	1	lncRNA	ENSG00000230699
55.95	4932277	4935023	17	protein_coding	ENSG00000185245
58.93	914171	914971	1	lncRNA	ENSG00000241180
61.68	916865	921016	1	lncRNA	ENSG00000223764
59.56	28744011	28750956	17	protein_coding	ENSG00000076604
59.54	944203	959309	1	protein_coding	ENSG00000188976
51.49	29525994	29564551	19	protein_coding	ENSG00000187135
67.75	14072536	14075062	19	protein_coding	ENSG00000141854
51.70	41998321	42070206	19	protein_coding	ENSG00000105737
35.71	152243828	152465780	3	protein_coding	ENSG00000152601
62.65	966482	975865	1	protein_coding	ENSG00000187583
35.93	76764103	76853696	12	protein_coding	ENSG00000186908
56.62	63909597	63911341	17	protein_coding	ENSG00000204414
36.07	15966449	16739591	11	protein_coding	ENSG00000110693
43.64	157026742	157069396	5	protein_coding	ENSG00000113249
56.42	14147743	14206187	19	protein_coding	ENSG00000072071
78.47	9658295	9658438	8	unprocessed_pseudogene	ENSG00000253697
44.33	9741672	9741768	8	miRNA	ENSG00000207701
47.36	9899871	9919233	8	lncRNA	ENSG00000253230
36.81	68867289	68955392	17	protein_coding	ENSG00000141338
66.16	995966	998051	1	lncRNA	ENSG00000272512
74.32	998962	1000172	1	protein_coding	ENSG00000188290
56.44	1001138	1014540	1	protein_coding	ENSG00000187608
44.81	1008076	1008229	1	processed_pseudogene	ENSG00000231702
55.66	81961926	81962243	16	misc_RNA	ENSG00000260682
50.59	9903388	9903472	8	miRNA	ENSG00000284321
37.42	81987948	81989016	16	lncRNA	ENSG00000276519
44.70	1011997	1013193	1	lncRNA	ENSG00000224969
44.27	81988855	82011481	16	protein_coding	ENSG00000184860
41.03	10050485	10054254	8	lncRNA	ENSG00000260093
43.55	10054292	10428891	8	protein_coding	ENSG00000175806
65.71	1020120	1056118	1	protein_coding	ENSG00000188157
55.07	70837738	70838013	7	processed_pseudogene	ENSG00000236978
38.98	55572468	55575612	12	protein_coding	ENSG00000179615
35.01	55444069	55453347	12	protein_coding	ENSG00000179695
54.57	74306728	74308008	2	processed_pseudogene	ENSG00000229798
44.57	55019017	55211628	7	protein_coding	ENSG00000146648
42.39	82035004	82098534	16	protein_coding	ENSG00000086696
41.92	103988987	104064183	12	protein_coding	ENSG00000120820
40.01	34838833	34900511	5	protein_coding	ENSG00000205838
50.67	74532258	74555690	2	protein_coding	ENSG00000115318
41.47	82044336	82139631	16	lncRNA	ENSG00000261235
41.08	82120638	82121769	16	processed_pseudogene	ENSG00000260161
59.88	13952509	13961449	19	protein_coding	ENSG00000132017
36.73	57086844	57170305	6	protein_coding	ENSG00000112200
40.61	82147798	82170224	16	protein_coding	ENSG00000135698
36.73	80792520	80937934	12	protein_coding	ENSG00000111052
43.68	10118005	10147478	8	lncRNA	ENSG00000285675
40.55	10275499	10279737	8	lncRNA	ENSG00000285606
46.99	10336782	10337677	8	processed_pseudogene	ENSG00000249848
41.35	10433672	10438312	8	lncRNA	ENSG00000261451
47.03	53013921	53016123	19	protein_coding	ENSG00000269526
46.03	10474565	10482388	8	lncRNA	ENSG00000253641
57.76	3933069	3942416	19	protein_coding	ENSG00000077009
50.19	10474789	10475045	8	unprocessed_pseudogene	ENSG00000285237
49.53	10476223	10476329	8	snRNA	ENSG00000207128
46.36	10476591	10479446	8	lncRNA	ENSG00000253678
46.32	27081057	27082578	12	protein_coding	ENSG00000214700
55.63	51817899	51848718	12	protein_coding	ENSG00000261308
41.90	82170296	82175803	16	lncRNA	ENSG00000261029
39.26	133104779	133130274	12	protein_coding	ENSG00000214029
45.16	10482878	10547624	8	protein_coding	ENSG00000253649
47.90	82192505	82192790	16	misc_RNA	ENSG00000251888
40.45	32379071	32380049	16	processed_pseudogene	ENSG00000260327
48.62	123415039	123436684	12	protein_coding	ENSG00000150977
37.19	32388135	32436203	16	unprocessed_pseudogene	ENSG00000260866
41.85	10486807	10489666	8	lncRNA	ENSG00000272505
35.57	95461755	95555050	5	protein_coding	ENSG00000198677
47.57	10525532	10554166	8	protein_coding	ENSG00000184647
38.73	752579	911452	12	protein_coding	ENSG00000060237
42.28	32439069	32441159	16	processed_pseudogene	ENSG00000260307
36.39	32454612	32458758	16	lncRNA	ENSG00000261541
34.02	32460266	32460362	16	processed_pseudogene	ENSG00000260662
60.81	32475051	32478250	16	unprocessed_pseudogene	ENSG00000261233
43.40	55891699	55932336	19	protein_coding	ENSG00000173572
50.94	10606349	10712187	8	protein_coding	ENSG00000183638
44.55	32602575	32615639	16	transcribed_unprocessed_pseudogene	ENSG00000259966
44.09	10666978	10667070	8	miRNA	ENSG00000263762
38.12	32618733	32622184	16	unprocessed_pseudogene	ENSG00000262187
52.27	10672628	10700590	8	protein_coding	ENSG00000171060
45.04	32635673	32636045	16	processed_pseudogene	ENSG00000261111
35.48	5808924	5821483	11	protein_coding	ENSG00000180988
42.91	75099172	75140148	11	lncRNA	ENSG00000255395
39.70	32649193	32663956	16	lncRNA	ENSG00000261569
48.41	32663925	32666533	16	lncRNA	ENSG00000260311
58.12	7728957	7733906	19	protein_coding	ENSG00000182566
47.99	75100563	75206549	11	protein_coding	ENSG00000137491
46.53	32675037	32678831	16	lncRNA	ENSG00000260974
38.89	32715931	32716056	16	processed_pseudogene	ENSG00000261391
67.02	32726615	32729537	16	unprocessed_pseudogene	ENSG00000260864
43.27	32735909	32741094	16	lncRNA	ENSG00000260845
43.33	32739627	32740166	16	processed_pseudogene	ENSG00000261108
36.04	32781883	32784138	16	TEC	ENSG00000278950
39.35	32786394	32787379	16	TEC	ENSG00000279780
47.06	10686569	10686687	8	rRNA_pseudogene	ENSG00000212433
36.01	32787962	32788944	16	TEC	ENSG00000279795
52.16	10723768	10730511	8	protein_coding	ENSG00000171056
39.76	32809556	32824645	16	lncRNA	ENSG00000260158
67.26	32811029	32811251	16	processed_pseudogene	ENSG00000261719
68.20	32845964	32846180	16	processed_pseudogene	ENSG00000259934
52.70	32847713	32848156	16	IG_V_gene	ENSG00000259303
43.86	10725399	10839847	8	protein_coding	ENSG00000258724
58.37	32869985	32873128	16	unprocessed_pseudogene	ENSG00000260047
44.73	10729314	10772910	8	lncRNA	ENSG00000248896
62.19	32882586	32888874	16	lncRNA	ENSG00000214614
47.20	38108500	38109533	19	lncRNA	ENSG00000268764
43.17	10764961	10839884	8	protein_coding	ENSG00000254093
50.55	32903442	32903894	16	IG_V_pseudogene	ENSG00000261834
57.15	38211006	38229714	19	protein_coding	ENSG00000011332
50.76	32915074	32915536	16	IG_V_pseudogene	ENSG00000270864
53.85	32916974	32946392	16	unprocessed_pseudogene	ENSG00000277304
58.85	32931768	32932569	16	processed_pseudogene	ENSG00000260610
51.51	32978461	32978891	16	IG_V_pseudogene	ENSG00000259852
49.56	32995048	32995505	16	IG_V_gene	ENSG00000233732
45.06	32995537	32996770	16	lncRNA	ENSG00000260921
58.82	33002333	33002621	16	IG_V_pseudogene	ENSG00000259997
51.35	33009175	33009620	16	IG_V_gene	ENSG00000271130
66.87	33059936	33060098	16	processed_pseudogene	ENSG00000260900
43.34	33129316	33134499	16	lncRNA	ENSG00000261682
36.54	33130235	33130442	16	processed_pseudogene	ENSG00000259800
48.38	81738248	81777353	16	lncRNA	ENSG00000261218
33.80	10825373	10825443	8	miRNA	ENSG00000283210
41.88	10839964	10847594	8	lncRNA	ENSG00000253695
62.27	1055033	1056116	1	lncRNA	ENSG00000242590
45.97	10856085	10859436	8	TEC	ENSG00000280294
49.56	54132686	54200073	1	protein_coding	ENSG00000256407
46.12	10896045	11201833	8	protein_coding	ENSG00000171044
53.22	54137746	54142980	1	lncRNA	ENSG00000280425
53.61	11035206	11035302	8	miRNA	ENSG00000207600
36.75	12150888	12158033	8	protein_coding	ENSG00000254866
46.71	81779279	81962685	16	protein_coding	ENSG00000197943
48.90	54184041	54225464	1	protein_coding	ENSG00000116221
57.26	12172761	12175771	8	unprocessed_pseudogene	ENSG00000205879
45.94	12205759	12216339	8	unprocessed_pseudogene	ENSG00000254527
49.89	213251	213707	8	transcribed_processed_pseudogene	ENSG00000223508
36.43	57114894	57174236	6	lncRNA	ENSG00000226803
45.24	56588407	56588700	8	transcribed_processed_pseudogene	ENSG00000241431
40.96	74618856	74620979	2	processed_pseudogene	ENSG00000233872
39.51	74628328	74628942	2	processed_pseudogene	ENSG00000108442
42.42	62110524	62111202	8	transcribed_processed_pseudogene	ENSG00000253789
43.72	108743424	108757410	3	protein_coding	ENSG00000163515
44.06	68267026	68291267	17	protein_coding	ENSG00000108932
63.37	85661524	85663497	8	transcribed_processed_pseudogene	ENSG00000205176
63.04	85826953	85828467	8	transcribed_processed_pseudogene	ENSG00000277422
45.55	101368910	101369550	8	transcribed_processed_pseudogene	ENSG00000228224
39.22	98497681	98498631	3	protein_coding	ENSG00000231861
46.67	38282294	38318575	3	protein_coding	ENSG00000144671
44.82	38434387	38434743	8	transcribed_processed_pseudogene	ENSG00000239218
41.23	36888479	36889310	8	transcribed_processed_pseudogene	ENSG00000219491
55.36	30352008	30353342	8	transcribed_processed_pseudogene	ENSG00000127589
47.64	167172145	167196679	6	transcribed_unprocessed_pseudogene	ENSG00000166984
40.98	26379392	26381519	8	transcribed_processed_pseudogene	ENSG00000228451
38.04	70216040	70303084	6	protein_coding	ENSG00000112280
49.77	54236440	54239063	1	lncRNA	ENSG00000198711
38.96	12003554	12003707	8	transcribed_processed_pseudogene	ENSG00000254507
49.45	54416256	54420860	1	lncRNA	ENSG00000232245
42.69	12789498	12991643	17	protein_coding	ENSG00000006740
51.83	8961757	8962057	8	transcribed_processed_pseudogene	ENSG00000233609
50.24	54516412	54517259	1	lncRNA	ENSG00000235741
50.93	54524824	54524931	1	processed_pseudogene	ENSG00000237173
45.90	54536796	54537758	1	processed_pseudogene	ENSG00000227453
46.27	173903800	173917327	1	protein_coding	ENSG00000117601
49.96	74361154	74392087	2	protein_coding	ENSG00000204843
34.49	39536209	39558532	8	transcribed_unitary_pseudogene	ENSG00000254067
35.69	39314591	39417378	8	transcribed_unitary_pseudogene	ENSG00000196115
40.53	230592660	230595583	1	lncRNA	ENSG00000232964
39.85	230612009	230612412	1	processed_pseudogene	ENSG00000235817
39.42	230642481	230693982	1	protein_coding	ENSG00000135775
48.30	29905012	29926236	16	protein_coding	ENSG00000174943
36.71	102099244	102479841	3	protein_coding	ENSG00000170044
54.51	75131138	75131880	11	unprocessed_pseudogene	ENSG00000254475
48.57	75206048	75241173	11	lncRNA	ENSG00000255136
38.39	75228322	75228657	11	processed_pseudogene	ENSG00000255460
67.89	75240774	75243704	11	protein_coding	ENSG00000261594
52.02	75260122	75351705	11	protein_coding	ENSG00000137486
43.71	12514934	12561059	3	protein_coding	ENSG00000225526
52.41	3581181	3611606	16	protein_coding	ENSG00000188827
49.36	9779967	9793011	3	protein_coding	ENSG00000171148
34.91	39455339	39522810	8	transcribed_unitary_pseudogene	ENSG00000197475
46.92	230710698	230795492	1	lncRNA	ENSG00000244137
47.85	230747384	230802003	1	protein_coding	ENSG00000135773
47.56	51671236	51671563	16	misc_RNA	ENSG00000223168
40.14	51755325	51788208	16	lncRNA	ENSG00000260057
45.31	11819829	11828845	16	lncRNA	ENSG00000262117
45.24	11833850	11851580	16	protein_coding	ENSG00000171490
41.34	64759484	64881033	12	protein_coding	ENSG00000111490
37.94	30726197	30894661	3	protein_coding	ENSG00000144644
55.96	230820250	230820358	1	rRNA_pseudogene	ENSG00000202063
50.42	230823641	230824707	1	lncRNA	ENSG00000225656
47.80	230837119	230869589	1	protein_coding	ENSG00000119280
52.87	38319845	38332076	19	protein_coding	ENSG00000099337
56.97	13862063	13880757	19	protein_coding	ENSG00000187556
44.35	75664328	75667220	3	protein_coding	ENSG00000172969
52.62	13882348	13906452	19	protein_coding	ENSG00000132016
47.39	230868259	230879141	1	lncRNA	ENSG00000223393
38.76	92420094	92428148	12	lncRNA	ENSG00000205057
42.90	4493345	4847506	3	protein_coding	ENSG00000150995
38.50	92421531	92431002	12	lncRNA	ENSG00000257127
44.48	98111729	98131707	15	lncRNA	ENSG00000259320
52.59	94834398	94834513	12	miRNA	ENSG00000283998
54.70	230894141	230894427	1	misc_RNA	ENSG00000240502
37.33	98118171	98118320	15	processed_pseudogene	ENSG00000259266
45.97	98282075	98285907	15	lncRNA	ENSG00000259041
39.52	95020229	95073628	12	protein_coding	ENSG00000120798
35.31	78649796	78664078	1	protein_coding	ENSG00000137965
43.74	98319687	98320237	15	lncRNA	ENSG00000274312
44.13	98323902	98421021	15	lncRNA	ENSG00000277987
58.09	1782075	1812276	19	protein_coding	ENSG00000130270
56.44	128937457	128950038	7	protein_coding	ENSG00000128604
49.87	1517718	1562792	17	protein_coding	ENSG00000174238
42.73	98441071	98520386	15	transcribed_unitary_pseudogene	ENSG00000283597
41.88	98466840	98467412	15	processed_pseudogene	ENSG00000259507
34.11	98645118	98647389	15	lncRNA	ENSG00000259424
40.73	61162070	61232040	5	lncRNA	ENSG00000251279
45.10	98660210	98660668	15	lncRNA	ENSG00000278022
39.26	23912411	24090821	15	lncRNA	ENSG00000260232
39.35	8839699	8898052	5	lncRNA	ENSG00000250198
44.54	159100483	159117478	5	lncRNA	ENSG00000245812
51.17	75260127	75261025	11	lncRNA	ENSG00000254429
51.75	75260129	75262466	11	TEC	ENSG00000279117
52.95	75264289	75265170	11	lncRNA	ENSG00000254963
48.12	14661808	14664604	5	lncRNA	ENSG00000261360
38.96	24101827	24823365	15	lncRNA	ENSG00000259905
55.08	75422394	75433203	11	protein_coding	ENSG00000149243
44.14	93600357	93603598	5	TEC	ENSG00000278905
69.89	93620696	93620788	5	miRNA	ENSG00000284336
42.29	11868128	11916082	16	protein_coding	ENSG00000103342
36.36	70394880	70403117	6	lncRNA	ENSG00000237643
41.69	93682838	93683667	5	processed_pseudogene	ENSG00000249353
39.57	93733220	93741600	5	protein_coding	ENSG00000248483
47.53	154502219	154548147	1	protein_coding	ENSG00000163239
64.38	70412828	70413950	6	lncRNA	ENSG00000224349
45.30	93741640	93743500	5	lncRNA	ENSG00000272406
50.23	93583222	93594611	5	protein_coding	ENSG00000175745
42.40	35943516	36024868	6	protein_coding	ENSG00000112053
39.95	125955796	126063335	11	protein_coding	ENSG00000064309
38.27	56373064	56395365	8	transcribed_unitary_pseudogene	ENSG00000253542
44.37	11356120	11365722	8	transcribed_unitary_pseudogene	ENSG00000154316
45.55	178694605	178729335	5	protein_coding	ENSG00000285978
46.03	178711512	178730659	5	protein_coding	ENSG00000169131
70.49	144049079	144051203	8	transcribed_unitary_pseudogene	ENSG00000204791
50.99	154548577	154559028	1	protein_coding	ENSG00000160714
59.82	142403652	142407028	8	lncRNA	ENSG00000261693
62.67	142449430	142545009	8	protein_coding	ENSG00000181790
40.61	64506865	64542461	17	protein_coding	ENSG00000258890
44.18	24162754	24169948	15	lncRNA	ENSG00000260551
53.68	178825382	178825571	5	unprocessed_pseudogene	ENSG00000274813
58.09	178840097	178841134	5	processed_pseudogene	ENSG00000253725
61.54	178842028	178842235	5	processed_pseudogene	ENSG00000278441
42.92	24238145	24240192	15	lncRNA	ENSG00000260959
44.33	178859953	178888122	5	protein_coding	ENSG00000178338
47.54	24675775	24683393	15	protein_coding	ENSG00000185823
50.44	29698937	29715789	19	protein_coding	ENSG00000131943
41.92	24823637	24978723	15	protein_coding	ENSG00000128739
46.06	178884715	178884879	5	snRNA	ENSG00000206624
41.34	33986165	34008104	5	protein_coding	ENSG00000242110
48.54	95100531	95101045	12	processed_pseudogene	ENSG00000257121
48.10	95125760	95126389	12	processed_pseudogene	ENSG00000237774
58.52	39243455	39245250	19	protein_coding	ENSG00000197110
43.17	94895297	95003748	12	protein_coding	ENSG00000184752
47.12	16630743	16643942	19	lncRNA	ENSG00000269427
47.85	16630751	16660442	19	protein_coding	ENSG00000214046
44.07	154553609	154555017	1	lncRNA	ENSG00000229780
53.59	154579065	154579663	1	lncRNA	ENSG00000233875
50.43	46665910	46666375	1	processed_pseudogene	ENSG00000233647
48.86	46668855	46673594	1	protein_coding	ENSG00000186118
62.43	142567260	142577881	8	transcribed_unitary_pseudogene	ENSG00000232722
66.77	142611049	142614479	8	protein_coding	ENSG00000198576
39.77	46674036	46692098	1	lncRNA	ENSG00000228237
45.25	120533480	120577588	12	protein_coding	ENSG00000022840
43.21	11881075	11882569	16	lncRNA	ENSG00000261560
45.58	11903923	11904137	16	processed_pseudogene	ENSG00000260318
50.92	11908208	11908916	16	lncRNA	ENSG00000261216
62.39	11926199	11926307	16	unprocessed_pseudogene	ENSG00000277458
61.56	142620373	142621064	8	lncRNA	ENSG00000261044
39.85	36027782	36111236	6	protein_coding	ENSG00000112062
40.26	11965210	11968068	16	protein_coding	ENSG00000048462
40.28	46674659	46719146	1	protein_coding	ENSG00000159658
40.05	95204456	95811254	8	lncRNA	ENSG00000253773
54.21	28954901	29006440	17	protein_coding	ENSG00000063015
44.08	66376044	66493566	7	lncRNA	ENSG00000179406
45.42	12467693	12665588	8	lncRNA	ENSG00000283674
42.37	11968508	11968743	16	processed_pseudogene	ENSG00000260224
58.40	11976851	11977850	16	lncRNA	ENSG00000260488
47.15	12081237	12081902	16	processed_pseudogene	ENSG00000241641
50.66	12086746	12090302	16	lncRNA	ENSG00000175604
43.72	12093627	12095307	16	lncRNA	ENSG00000261293
40.08	12570350	12571130	8	processed_pseudogene	ENSG00000242607
44.79	12580287	12581063	8	processed_pseudogene	ENSG00000255122
44.03	20933111	21159441	16	protein_coding	ENSG00000158486
71.23	12601158	12601376	8	transcribed_unprocessed_pseudogene	ENSG00000284746
68.95	12607291	12607509	8	transcribed_unprocessed_pseudogene	ENSG00000284663
39.31	12628476	12629256	8	processed_pseudogene	ENSG00000244289
42.86	12638428	12638602	8	processed_pseudogene	ENSG00000255253
70.32	12659130	12659348	8	transcribed_unprocessed_pseudogene	ENSG00000284724
70.64	12665278	12665495	8	transcribed_unprocessed_pseudogene	ENSG00000284613
60.50	12676031	12676387	8	processed_pseudogene	ENSG00000254581
49.30	12684154	12685153	8	unprocessed_pseudogene	ENSG00000177400
49.53	12696307	12697273	8	unprocessed_pseudogene	ENSG00000254917
44.18	156388922	156640654	7	lncRNA	ENSG00000182648
48.13	12703066	12704056	8	unprocessed_pseudogene	ENSG00000254724
37.29	12719132	12719190	8	miRNA	ENSG00000264512
38.66	12721906	12756073	8	protein_coding	ENSG00000154359
36.86	150950109	150952460	5	unprocessed_pseudogene	ENSG00000274235
